genome	kingdom	phylum	class	order	family	genus	species
1658009.SAMEA3432783	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	2005520 Dysgonamonadaceae	156973 Dysgonomonas	specI_v3_08891
1658108.SAMEA3501706	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	1973274 Niameybacter	specI_v3_08892
1658109.SAMEA3442603	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	1470349 Candidatus Stoquefichus	specI_v3_03153
1658111.SAMEA3502534	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	2004411 Inediibacterium	specI_v3_08893
1658518.SAMEA17758168	2 Bacteria	40117 Nitrospirae	203693 Nitrospira	189778 Nitrospirales	189779 Nitrospiraceae	1234 Nitrospira	specI_v3_05147
1658665.SAMN03704891	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	NA Burkholderiales fam. incertae sedis	65047 Mitsuaria	specI_v3_00465
1658671.SAMN03704031	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85021 Intrasporangiaceae	267408 Arsenicicoccus	specI_v3_08896
1658672.SAMN03704033	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	80864 Comamonadaceae	219181 Ottowia	specI_v3_08897
1658765.SAMN03731189	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	72275 Alteromonadaceae	2742 Marinobacter	specI_v3_08898
1658779.SAMD00051851	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171551 Porphyromonadaceae	NA Porphyromonadaceae gen. incertae sedis	specI_v3_05150
1659194.SAMN03701341	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	135621 Pseudomonadaceae	286 Pseudomonas	specI_v3_00161
1659195.SAMN03737323	2 Bacteria	221216 Candidatus Parcubacteria	NA Candidatus Parcubacteria class incertae sedis	NA Candidatus Parcubacteria order incertae sedis	NA Candidatus Parcubacteria fam. incertae sedis	NA Candidatus Parcubacteria gen. incertae sedis	specI_v3_08899
1659197.SAMN03737325	2 Bacteria	221216 Candidatus Parcubacteria	NA Candidatus Parcubacteria class incertae sedis	NA Candidatus Parcubacteria order incertae sedis	NA Candidatus Parcubacteria fam. incertae sedis	NA Candidatus Parcubacteria gen. incertae sedis	specI_v3_08900
1659198.SAMN03737326	2 Bacteria	221216 Candidatus Parcubacteria	NA Candidatus Parcubacteria class incertae sedis	NA Candidatus Parcubacteria order incertae sedis	NA Candidatus Parcubacteria fam. incertae sedis	NA Candidatus Parcubacteria gen. incertae sedis	specI_v3_08901
1659199.SAMN03737327	2 Bacteria	221216 Candidatus Parcubacteria	NA Candidatus Parcubacteria class incertae sedis	NA Candidatus Parcubacteria order incertae sedis	NA Candidatus Parcubacteria fam. incertae sedis	NA Candidatus Parcubacteria gen. incertae sedis	specI_v3_08902
1659200.SAMN03737328	2 Bacteria	221216 Candidatus Parcubacteria	NA Candidatus Parcubacteria class incertae sedis	NA Candidatus Parcubacteria order incertae sedis	NA Candidatus Parcubacteria fam. incertae sedis	NA Candidatus Parcubacteria gen. incertae sedis	specI_v3_08903
1659201.SAMN03737329	2 Bacteria	221216 Candidatus Parcubacteria	NA Candidatus Parcubacteria class incertae sedis	NA Candidatus Parcubacteria order incertae sedis	NA Candidatus Parcubacteria fam. incertae sedis	NA Candidatus Parcubacteria gen. incertae sedis	specI_v3_08904
1659202.SAMN03737330	2 Bacteria	221216 Candidatus Parcubacteria	NA Candidatus Parcubacteria class incertae sedis	NA Candidatus Parcubacteria order incertae sedis	NA Candidatus Parcubacteria fam. incertae sedis	NA Candidatus Parcubacteria gen. incertae sedis	specI_v3_08905
1660.SAMN04166493	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	2037 Actinomycetales	2049 Actinomycetaceae	2529408 Schaalia	specI_v3_01911
1660064.SAMN03737976	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	213849 Campylobacterales	72294 Campylobacteraceae	194 Campylobacter	specI_v3_05152
1660067.SAMN03737982	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	213849 Campylobacterales	72294 Campylobacteraceae	194 Campylobacter	specI_v3_05153
1660073.SAMN03737993	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	213849 Campylobacterales	72294 Campylobacteraceae	194 Campylobacter	specI_v3_05154
1660074.SAMN03737996	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	213849 Campylobacterales	72294 Campylobacteraceae	194 Campylobacter	specI_v3_05155
1660087.SAMN03652431	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	80864 Comamonadaceae	12916 Acidovorax	specI_v3_08906
1660088.SAMN03652433	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	82115 Rhizobiaceae	357 Agrobacterium	specI_v3_02752
1660089.SAMN03652434	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135614 Xanthomonadales	32033 Xanthomonadaceae	490567 Arenimonas	specI_v3_08907
1660094.SAMN03652496	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_08908
1660095.SAMN03652438	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	80864 Comamonadaceae	283 Comamonas	specI_v3_08909
1660099.SAMN03652442	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	335929 Erythrobacteraceae	1041 Erythrobacter	specI_v3_08910
1660104.SAMN03652449	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	119060 Burkholderiaceae	47670 Lautropia	specI_v3_08911
1660128.SAMN03652472	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204458 Caulobacterales	76892 Caulobacteraceae	20 Phenylobacterium	specI_v3_08915
1660129.SAMN03652473	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204458 Caulobacterales	76892 Caulobacteraceae	20 Phenylobacterium	specI_v3_08916
1660132.SAMN03652511	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85010 Pseudonocardiales	2070 Pseudonocardiaceae	1847 Pseudonocardia	specI_v3_08917
1660138.SAMN03652479	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	NA Burkholderiales fam. incertae sedis	28067 Rubrivivax	specI_v3_08919
1660141.SAMN03652482	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	13687 Sphingomonas	specI_v3_08921
1660144.SAMN03652517	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	32003 Nitrosomonadales	2008790 Thiobacillaceae	919 Thiobacillus	specI_v3_05179
1660154.SAMN03652468	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	265 Paracoccus	specI_v3_02959
1660160.SAMN03652429	2 Bacteria	57723 Acidobacteria	NA Acidobacteria class incertae sedis	NA Acidobacteria order incertae sedis	NA Acidobacteria fam. incertae sedis	NA Acidobacteria gen. incertae sedis	specI_v3_08922
1660161.SAMN03652497	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	80864 Comamonadaceae	NA Comamonadaceae gen. incertae sedis	specI_v3_05182
1660162.SAMN03652439	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	89373 Cytophagaceae	NA Cytophagaceae gen. incertae sedis	specI_v3_08923
1660163.SAMN03652445	2 Bacteria	142182 Gemmatimonadetes	NA Gemmatimonadetes class incertae sedis	NA Gemmatimonadetes order incertae sedis	NA Gemmatimonadetes fam. incertae sedis	NA Gemmatimonadetes gen. incertae sedis	specI_v3_08924
1660251.SAMN03738170	2 Bacteria	57723 Acidobacteria	NA Acidobacteria class incertae sedis	NA Acidobacteria order incertae sedis	NA Acidobacteria fam. incertae sedis	NA Acidobacteria gen. incertae sedis	specI_v3_08925
1661.SAMN02689492	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	2037 Actinomycetales	2049 Actinomycetaceae	1069494 Trueperella	specI_v3_04441
1661046.SAMD00031666	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	135621 Pseudomonadaceae	286 Pseudomonas	specI_v3_00192
1661583.SAMN03743790	2 Bacteria	67819 Armatimonadetes	NA Armatimonadetes class incertae sedis	NA Armatimonadetes order incertae sedis	NA Armatimonadetes fam. incertae sedis	NA Armatimonadetes gen. incertae sedis	specI_v3_05184
1661699.SAMN03733504	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	NA Actinobacteria order incertae sedis	NA Actinobacteria fam. incertae sedis	NA Actinobacteria gen. incertae sedis	specI_v3_04640
1661702.SAMN03733534	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	NA Actinobacteria order incertae sedis	NA Actinobacteria fam. incertae sedis	NA Actinobacteria gen. incertae sedis	specI_v3_08927
1661711.SAMN03733542	2157 Archaea	651137 Thaumarchaeota	NA Thaumarchaeota class incertae sedis	NA Thaumarchaeota order incertae sedis	NA Thaumarchaeota fam. incertae sedis	NA Thaumarchaeota gen. incertae sedis	specI_v3_08930
1661713.SAMN03733545	2157 Archaea	651137 Thaumarchaeota	NA Thaumarchaeota class incertae sedis	NA Thaumarchaeota order incertae sedis	NA Thaumarchaeota fam. incertae sedis	NA Thaumarchaeota gen. incertae sedis	specI_v3_08931
1661714.SAMN03733546	2157 Archaea	651137 Thaumarchaeota	NA Thaumarchaeota class incertae sedis	NA Thaumarchaeota order incertae sedis	NA Thaumarchaeota fam. incertae sedis	NA Thaumarchaeota gen. incertae sedis	specI_v3_08932
1661745.SAMN03753644	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135625 Pasteurellales	712 Pasteurellaceae	724 Haemophilus	specI_v3_00940
1662109.SAMN03743976	2 Bacteria	221216 Candidatus Parcubacteria	NA Candidatus Parcubacteria class incertae sedis	NA Candidatus Parcubacteria order incertae sedis	NA Candidatus Parcubacteria fam. incertae sedis	NA Candidatus Parcubacteria gen. incertae sedis	specI_v3_08933
1662110.SAMN03743949	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	specI_v3_08934
1662188.SAMN03742159	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72273 Thiotrichales	135617 Thiotrichaceae	44937 Achromatium	specI_v3_08935
1662190.SAMN03736791	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	specI_v3_08936
1662223.SAMN03653682	2 Bacteria	1090 Chlorobi	NA Chlorobi class incertae sedis	NA Chlorobi order incertae sedis	NA Chlorobi fam. incertae sedis	NA Chlorobi gen. incertae sedis	specI_v3_08937
1662285.SAMN03754658	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	32003 Nitrosomonadales	32011 Methylophilaceae	16 Methylophilus	specI_v3_02324
1662421.SAMN04432128	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	362534 Kordiimonadales	1331809 Kordiimonadaceae	288021 Kordiimonas	specI_v3_08938
166314.SAMN02436260	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	specI_v3_01920
166318.SAMN02261394	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	specI_v3_08939
1663591.SAMEA3682505	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	41295 Rhodospirillaceae	13134 Magnetospirillum	specI_v3_03529
1663685.SAMN03761836	2 Bacteria	976 Bacteroidetes	117747 Sphingobacteriia	200666 Sphingobacteriales	84566 Sphingobacteriaceae	84567 Pedobacter	specI_v3_08940
1664068.SAMN03837832	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	specI_v3_08941
1664069.SAMEA4348063	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	specI_v3_01555
1664275.SAMN03764574	2 Bacteria	544448 Tenericutes	31969 Mollicutes	2085 Mycoplasmatales	2092 Mycoplasmataceae	2093 Mycoplasma	specI_v3_02931
1664319.SAMN03764910	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	59732 Chryseobacterium	specI_v3_05186
166486.SAMEA3545423	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	841 Roseburia	specI_v3_03702
1665555.SAMN03763493	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	213849 Campylobacterales	72294 Campylobacteraceae	NA Campylobacteraceae gen. incertae sedis	specI_v3_08942
1666905.SAMN03785507	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1150 Oscillatoriales	1892254 Oscillatoriaceae	1198 Phormidium	specI_v3_05190
1666906.SAMN04488143	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	28256 Halomonadaceae	2745 Halomonas	specI_v3_04550
1666909.SAMN03785493	2 Bacteria	976 Bacteroidetes	NA Bacteroidetes class incertae sedis	NA Bacteroidetes order incertae sedis	NA Bacteroidetes fam. incertae sedis	NA Bacteroidetes gen. incertae sedis	specI_v3_08943
1666911.SAMN03785498	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890438 Leptolyngbyaceae	1005722 Phormidesmis	specI_v3_08944
1666912.SAMN04386380	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	1400060 Roseibaca	specI_v3_05193
1666913.SAMN03785496	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	specI_v3_08945
1666914.SAMN03785505	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	specI_v3_08946
1666916.SAMN03785499	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	specI_v3_08947
1666917.SAMN03785509	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	specI_v3_08948
1667357.SAMN03571283	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_05194
1670446.SAMN03770836	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	33958 Lactobacillaceae	1578 Lactobacillus	specI_v3_08950
1670619.SAMN03768409	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	69277 Phyllobacteriaceae	245876 Nitratireductor	specI_v3_08951
1670800.SAMN06054042	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	69277 Phyllobacteriaceae	68287 Mesorhizobium	specI_v3_08952
1671624.SAMN03778950	2 Bacteria	1239 Firmicutes	186801 Clostridia	53433 Halanaerobiales	972 Halanaerobiaceae	32636 Halothermothrix	specI_v3_08953
1671628.SAMN03778953	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186807 Peptococcaceae	191373 Pelotomaculum	specI_v3_08954
1671629.SAMN03777425	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	68298 Syntrophomonadaceae	862 Syntrophomonas	specI_v3_08955
1671630.SAMN03779013	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	68298 Syntrophomonadaceae	862 Syntrophomonas	specI_v3_08956
1671631.SAMN03778948	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	68298 Syntrophomonadaceae	129001 Syntrophothermus	specI_v3_08957
1671635.SAMN03779021	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	506 Alcaligenaceae	NA Alcaligenaceae gen. incertae sedis	specI_v3_08961
1671636.SAMN03777429	2 Bacteria	1239 Firmicutes	186801 Clostridia	NA Clostridia order incertae sedis	NA Clostridia fam. incertae sedis	NA Clostridia gen. incertae sedis	specI_v3_05198
1671637.SAMN03777427	2 Bacteria	1239 Firmicutes	186801 Clostridia	NA Clostridia order incertae sedis	NA Clostridia fam. incertae sedis	NA Clostridia gen. incertae sedis	specI_v3_08962
1671639.SAMN03777414	2 Bacteria	1239 Firmicutes	186801 Clostridia	NA Clostridia order incertae sedis	NA Clostridia fam. incertae sedis	NA Clostridia gen. incertae sedis	specI_v3_08964
1671640.SAMN03778954	2 Bacteria	1239 Firmicutes	186801 Clostridia	NA Clostridia order incertae sedis	NA Clostridia fam. incertae sedis	NA Clostridia gen. incertae sedis	specI_v3_08965
1671641.SAMN03777436	2 Bacteria	1239 Firmicutes	186801 Clostridia	NA Clostridia order incertae sedis	NA Clostridia fam. incertae sedis	NA Clostridia gen. incertae sedis	specI_v3_08966
1671642.SAMN03779014	2 Bacteria	1239 Firmicutes	186801 Clostridia	NA Clostridia order incertae sedis	NA Clostridia fam. incertae sedis	NA Clostridia gen. incertae sedis	specI_v3_08967
1671643.SAMN03778951	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	NA Clostridiaceae gen. incertae sedis	specI_v3_08968
1671644.SAMN03779019	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	NA Clostridiaceae gen. incertae sedis	specI_v3_08969
1671645.SAMN03776770	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	NA Clostridiaceae gen. incertae sedis	specI_v3_08970
1671648.SAMN03779020	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08972
1671649.SAMN03778992	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08973
1671650.SAMN03778991	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08974
1671651.SAMN03779022	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08975
1671652.SAMN03777428	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08976
1671653.SAMN03777438	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08977
1671654.SAMN03777541	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08978
1671655.SAMN03776849	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08979
1671656.SAMN03776843	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08980
1671657.SAMN03776771	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08981
1671659.SAMN03779018	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08983
1671660.SAMN03777437	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08984
1671661.SAMN03777430	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	specI_v3_08985
1671662.SAMN03776769	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	NA Gammaproteobacteria gen. incertae sedis	specI_v3_08986
1671663.SAMN03779017	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186807 Peptococcaceae	NA Peptococcaceae gen. incertae sedis	specI_v3_08987
1671664.SAMN03779016	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171550 Rikenellaceae	NA Rikenellaceae gen. incertae sedis	specI_v3_08988
1671665.SAMN03779008	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171550 Rikenellaceae	NA Rikenellaceae gen. incertae sedis	specI_v3_08989
